场景路径,Section名称,轨道序号,轨道名称,轨道类型,剪辑数量
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_leave_restaurant,8,Player,2,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_leave_restaurant,9,idle,3,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_leave_restaurant,10,animation,4,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_leave_restaurant,11,facial,5,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_leave_restaurant,12,lookAt,6,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_leave_restaurant,13,logic,8,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_beginning,1,dialog lines,1,4
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_beginning,2,hanako,2,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_beginning,3,idle,3,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_beginning,4,animation,4,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_beginning,5,facial,5,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_beginning,6,lookAt,6,2
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_beginning,7,logic,8,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_beginning,8,johnny,2,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_beginning,9,idle,3,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_beginning,10,animation,4,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_beginning,11,facial,5,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_beginning,12,lookAt,6,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_beginning,13,logic,8,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_furious_johnny,1,dialog lines,1,5
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_furious_johnny,2,hanako,2,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_furious_johnny,3,idle,3,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_furious_johnny,4,animation,4,2
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_furious_johnny,5,facial,5,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_furious_johnny,6,lookAt,6,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_furious_johnny,7,logic,8,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_furious_johnny,8,johnny,2,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_furious_johnny,9,idle,3,2
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_furious_johnny,10,animation,4,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_furious_johnny,11,facial,5,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_furious_johnny,12,lookAt,6,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_furious_johnny,13,logic,8,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_furious_johnny,14,Player,2,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_furious_johnny,15,idle,3,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_furious_johnny,16,animation,4,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_furious_johnny,17,facial,5,2
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_furious_johnny,18,lookAt,6,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_furious_johnny,19,logic,8,2
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_furious_johnny,20,guard_02,2,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_furious_johnny,21,idle,3,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_furious_johnny,22,animation,4,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_furious_johnny,23,facial,5,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_furious_johnny,24,lookAt,6,4
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_furious_johnny,25,logic,8,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_furious_johnny,26,guard_01,2,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_furious_johnny,27,idle,3,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_furious_johnny,28,animation,4,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_furious_johnny,29,facial,5,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_furious_johnny,30,lookAt,6,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_furious_johnny,31,logic,8,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_angry_johnny,1,dialog lines,1,5
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_angry_johnny,2,hanako,2,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_angry_johnny,3,idle,3,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_angry_johnny,4,animation,4,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_angry_johnny,5,facial,5,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_angry_johnny,6,lookAt,6,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_angry_johnny,7,logic,8,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_angry_johnny,8,johnny,2,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_angry_johnny,9,idle,3,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_angry_johnny,10,animation,4,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_angry_johnny,11,facial,5,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_angry_johnny,12,lookAt,6,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_angry_johnny,13,logic,8,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_angry_johnny,14,Player,2,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_angry_johnny,15,idle,3,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_angry_johnny,16,animation,4,2
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_angry_johnny,17,facial,5,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_angry_johnny,18,lookAt,6,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_angry_johnny,19,logic,8,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_angry_johnny,20,VFX,15,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_nervous_johnny,1,dialog lines,1,5
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_nervous_johnny,2,hanako,2,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_nervous_johnny,3,idle,3,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_nervous_johnny,4,animation,4,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_nervous_johnny,5,facial,5,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_nervous_johnny,6,lookAt,6,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_nervous_johnny,7,logic,8,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_nervous_johnny,8,johnny,2,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_nervous_johnny,9,idle,3,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_nervous_johnny,10,animation,4,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_nervous_johnny,11,facial,5,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_nervous_johnny,12,lookAt,6,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_nervous_johnny,13,logic,8,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_nervous_johnny,14,Player,2,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_nervous_johnny,15,idle,3,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_nervous_johnny,16,animation,4,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_nervous_johnny,17,facial,5,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_nervous_johnny,18,lookAt,6,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_nervous_johnny,19,logic,8,2
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_nervous_johnny,20,VFX,15,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_v_is_fine,1,dialog lines,1,3
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_v_is_fine,2,Player,2,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_v_is_fine,3,idle,3,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_v_is_fine,4,animation,4,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_v_is_fine,5,facial,5,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_v_is_fine,6,lookAt,6,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_v_is_fine,7,logic,8,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_v_is_fine,8,hanako,2,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_v_is_fine,9,idle,3,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_v_is_fine,10,animation,4,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_v_is_fine,11,facial,5,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_v_is_fine,12,lookAt,6,2
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_v_is_fine,13,logic,8,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_v_is_fine,14,VFX,15,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_v_is_not_good,1,dialog lines,1,3
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_v_is_not_good,2,Player,2,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_v_is_not_good,3,idle,3,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_v_is_not_good,4,animation,4,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_v_is_not_good,5,facial,5,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_v_is_not_good,6,lookAt,6,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_v_is_not_good,7,logic,8,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_v_is_not_good,8,hanako,2,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_v_is_not_good,9,idle,3,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_v_is_not_good,10,animation,4,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_v_is_not_good,11,facial,5,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_v_is_not_good,12,lookAt,6,2
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_v_is_not_good,13,logic,8,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_v_is_not_good,14,VFX,15,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_mikoshi,1,dialog lines,1,5
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_mikoshi,2,hanako,2,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_mikoshi,3,idle,3,3
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_mikoshi,4,facial,5,3
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_mikoshi,5,lookAt,6,3
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_mikoshi,6,logic,8,7
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_mikoshi,7,johnny,2,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_mikoshi,8,idle,3,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_mikoshi,9,lookAt,6,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_mikoshi,10,logic,8,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_mikoshi,11,VFX,15,2
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_mikoshi,12,facial,5,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_mikoshi_go_one,1,dialog lines,1,2
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_mikoshi_go_one,2,Player,2,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_mikoshi_go_one,3,idle,3,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_mikoshi_go_one,4,animation,4,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_mikoshi_go_one,5,facial,5,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_mikoshi_go_one,6,lookAt,6,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_mikoshi_go_one,7,logic,8,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_mikoshi_how_is_that,1,dialog lines,1,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_mikoshi_how_is_that,2,Player,2,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_mikoshi_how_is_that,3,idle,3,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_mikoshi_how_is_that,4,animation,4,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_mikoshi_how_is_that,5,facial,5,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_mikoshi_how_is_that,6,lookAt,6,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_mikoshi_how_is_that,7,logic,8,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_my_brother,1,dialog lines,1,2
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_my_brother,2,hanako,2,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_my_brother,3,idle,3,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_my_brother,4,animation,4,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_my_brother,5,facial,5,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_my_brother,6,lookAt,6,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_my_brother,7,logic,8,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_my_brother,8,johnny,2,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_my_brother,9,idle,3,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_my_brother,10,animation,4,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_my_brother,11,facial,5,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_my_brother,12,lookAt,6,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_my_brother,13,logic,8,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_greet,1,dialog lines,1,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_greet,2,hanako,2,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_greet,3,idle,3,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_greet,4,animation,4,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_greet,5,facial,5,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_greet,6,lookAt,6,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_greet,7,logic,8,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_nervous,1,dialog lines,1,5
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_nervous,2,hanako,2,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_nervous,3,idle,3,2
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_nervous,4,animation,4,2
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_nervous,5,facial,5,3
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_nervous,6,lookAt,6,2
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_nervous,7,logic,8,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_what_hanako,1,dialog lines,1,4
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_what_hanako,2,hanako,2,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_what_hanako,3,idle,3,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_what_hanako,4,animation,4,2
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_what_hanako,5,facial,5,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_what_hanako,6,lookAt,6,2
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_what_hanako,7,logic,8,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_what_hanako,8,johnny,2,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_what_hanako,9,idle,3,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_what_hanako,10,animation,4,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_what_hanako,11,facial,5,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_what_hanako,12,lookAt,6,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_what_hanako,13,logic,8,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_business_of_arasakas,1,dialog lines,1,2
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_business_of_arasakas,2,hanako,2,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_business_of_arasakas,3,idle,3,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_business_of_arasakas,4,animation,4,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_business_of_arasakas,5,facial,5,2
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_business_of_arasakas,6,lookAt,6,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_business_of_arasakas,7,logic,8,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_business_of_arasakas,8,johnny,2,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_business_of_arasakas,9,idle,3,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_business_of_arasakas,10,animation,4,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_business_of_arasakas,11,facial,5,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_business_of_arasakas,12,lookAt,6,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_business_of_arasakas,13,logic,8,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_rather_not_offert,1,dialog lines,1,4
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_rather_not_offert,2,hanako,2,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_rather_not_offert,3,idle,3,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_rather_not_offert,4,animation,4,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_rather_not_offert,5,facial,5,2
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_rather_not_offert,6,lookAt,6,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_rather_not_offert,7,logic,8,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_rather_not_offert,8,johnny,2,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_rather_not_offert,9,idle,3,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_rather_not_offert,10,animation,4,2
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_rather_not_offert,11,facial,5,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_rather_not_offert,12,lookAt,6,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_rather_not_offert,13,logic,8,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_rather_not_offert,14,guard_02,2,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_rather_not_offert,15,idle,3,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_rather_not_offert,16,animation,4,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_rather_not_offert,17,facial,5,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_rather_not_offert,18,lookAt,6,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_rather_not_offert,19,logic,8,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_rather_not_offert,20,Player,2,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_rather_not_offert,21,idle,3,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_rather_not_offert,22,animation,4,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_rather_not_offert,23,facial,5,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_rather_not_offert,24,lookAt,6,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_rather_not_offert,25,logic,8,2
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_kill_brother,1,dialog lines,1,2
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_kill_brother,2,hanako,2,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_kill_brother,3,idle,3,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_kill_brother,4,animation,4,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_kill_brother,5,facial,5,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_kill_brother,6,lookAt,6,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_kill_brother,7,logic,8,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_good_offert,1,dialog lines,1,3
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_good_offert,2,hanako,2,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_good_offert,3,idle,3,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_good_offert,4,animation,4,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_good_offert,5,facial,5,2
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_good_offert,6,lookAt,6,2
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_good_offert,7,logic,8,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_good_offert,8,guard_02,2,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_good_offert,9,idle,3,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_good_offert,10,animation,4,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_good_offert,11,facial,5,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_good_offert,12,lookAt,6,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_good_offert,13,logic,8,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_good_offert,14,johnny,2,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_good_offert,15,idle,3,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_good_offert,16,animation,4,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_good_offert,17,facial,5,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_good_offert,18,lookAt,6,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_good_offert,19,logic,8,2
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_good_offert,20,guard_01,2,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_good_offert,21,idle,3,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_good_offert,22,animation,4,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_good_offert,23,facial,5,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_good_offert,24,lookAt,6,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_good_offert,25,logic,8,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_good_offert,26,Player,2,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_good_offert,27,idle,3,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_good_offert,28,animation,4,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_good_offert,29,facial,5,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_good_offert,30,lookAt,6,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_good_offert,31,logic,8,2
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_conclusion,1,dialog lines,1,9
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_conclusion,2,hanako,2,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_conclusion,3,idle,3,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_conclusion,4,animation,4,6
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_conclusion,5,facial,5,4
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_conclusion,6,lookAt,6,4
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_conclusion,7,logic,8,2
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_conclusion,8,johnny,2,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_conclusion,9,idle,3,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_conclusion,10,animation,4,3
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_conclusion,11,facial,5,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_conclusion,12,lookAt,6,6
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_conclusion,13,logic,8,3
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_conclusion,14,guard_02,2,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_conclusion,15,idle,3,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_conclusion,16,animation,4,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_conclusion,17,facial,5,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_conclusion,18,lookAt,6,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_conclusion,19,logic,8,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_conclusion,20,guard_01,2,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_conclusion,21,idle,3,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_conclusion,22,animation,4,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_conclusion,23,facial,5,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_conclusion,24,lookAt,6,4
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_conclusion,25,logic,8,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_conclusion,26,Player,2,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_conclusion,27,idle,3,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_conclusion,28,animation,4,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_conclusion,29,facial,5,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_conclusion,30,lookAt,6,1
