场景路径,段落名称,动画名称,使用次数
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_guard_02_moving_back,fpp_idle_stand,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_guard_02_moving_back,stand__2h_back__01__to__stand__2h_back__01__turn45__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_guard_02_to_stand_hands_back,stand__2h_back__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_guard_02_to_stand_hands_back,stand__2h_front__01__to__stand__2h_back__01__turn0__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_guard_02_ending_scenespot,walk_0__to__stand__2h_back__01__turn90__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_guard_02_ending_scenespot,fpp_idle_stand,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_guard_01_ending_scenespot,stand__2h_front__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_guard_01_ending_scenespot,fpp_idle_stand,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_guard_01_ending_scenespot,walk_0__to__stand__2h_on_sides__01__turn180r__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_guard_01_ending_scenespot,stand__2h_on_sides__01__to__stand__2h_front__01__turn0__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_guard_02_backtopose,None,6
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_guard_02_backtopose,stand__2h_front__01,2
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_guard_02_backtopose,stand__rh_gun_ready__01__to__stand__2h_front__01,2
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_pose,hanako__stand__2h_front__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_pose,hanako__sit_chair_lean0__play_piano__01__to__hanako__stand__2h_front__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_johnny_by_the_stairs,sit_chair_lean0__2h_elbow_on_knees__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_getting_up,hanako__sit_barstool_bar_lean90__rh_on_bar_legs_crossed__01__to__walk_0__turn180__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_by_the_window,walk_0__to__hanako__stand__2h_front__01__turn0__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_by_the_window,fpp_idle_stand,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_guards_scenespots,stand__2h_back__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_guards_scenespots,stand__2h_back__01__to__step_front__01__turn0__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_11,stand__2h_back__01__to__stand__2h_back__01__turn315__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_11,stand__2h_back__01__describe_left__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_11,fpp_idle_stand,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_12,glance__looking_left__female__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_NEW_about_yorinobu,None,6
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_NEW_about_yorinobu,hanako__stand__2h_front__01,2
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_NEW_about_yorinobu,hanako__stand__2h_front__01__sing__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_NEW_about_yorinobu,glance__looking_down_thinking__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_time,glance__looking_down_thinking__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_shock,no__subtle__female__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_shock,glance__front_close__female__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_shock,fpp_idle_stand,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_conclusion,glance__looking_down__female__01,2
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_conclusion,no__firm__female__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_conclusion,hanako__stand__2h_front__01__rub_hands__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_conclusion,hanako__stand__2h_front__01,2
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_conclusion,hanako__stand__2h_front__01__talk__03,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_power,no__long__female__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_family,hanako__stand__2h_front__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_family,yes__sad__female__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_family,johnny__sit_chair_lean180__arms_legs_crossed__01__laugh__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_dont_know,yes__subtle__female__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_family_answer,hanako__stand__2h_front__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_family_answer,yes__sad__female__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_family_answer,johnny__sit_chair_lean180__arms_legs_crossed__01__laugh__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_family_answer,glance__looking_down_thinking__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_ym mo,glance__looking_down_thinking__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_cut_to_the_chase,emotional_gesture__disappointed__female__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_common_section,yes__firm__female__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_common_section,hanako__stand__2h_front__01__shuffle__02,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_common_section,hanako__stand__2h_front__01__sing__04,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_common_section,glance__looking_down__female__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_common_section,hanako__stand__2h_front__01,2
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_common_section,hanako__stand__2h_front__01__sigh__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_common_section,glance__looking_left__female__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_soulkiller_do_you_have,hanako__stand__2h_front__01__talk__02,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_waitress_bow,stand_bow0__2h_front__01__bow__01,2
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_guard_to_hanako,stand__2h_on_sides__01__to__stand__2h_front__01__turn0__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_guard_to_hanako,fpp_idle_stand,2
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_guard_to_hanako,walk_0__to__stand__2h_on_sides__01__turn180r__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_guard_to_hanako,stand__2h_front__01__to__walk0__turn225__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_guard_to_hanako,stand__2h_on_sides__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_guard_cheeky_move,fpp_idle_stand,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_guard_cheeky_move,stand__2h_front__01__to__stand__2h_front__01__turn270__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_block_door_anim,stand__2h_front__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_block_door_anim,stand__2h_front__01__two_step_right__02__forward,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_15,stand__2h_back__01__to__walk_0__turn270__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_15,fpp_idle_stand,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_stop_anim,stand__2h_front__01__stop__neutral__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_sitting_idle,fpp_idle_stand,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_sitting_idle,fpp_idle_stand,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_player_cough,idle_stand__01__cough__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_,stand__2h_front__01__describe_front__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_pose_preview,hanako__stand__2h_front__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_17,fpp_idle_stand,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_17,walk_0__to__stand__2h_front__01__turn0__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_18,stand__2h_front__01__to__walk_0__turn180l__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_18,fpp_idle_stand,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_19,walk_0__to__stand__2h_back__01__turn90__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_19,fpp_idle_stand,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_22,walk_0__to__stand__2h_front__01__turn90__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_22,fpp_idle_stand,1
base\quest\testgym\q115_00b_hanako.scenesolution,facial_animation_01,glance__look_around__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,facial_animation_02,glance__looking_down_thinking__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,facial_animation_03,glance__right_45_procesing_info__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_23,walk_0__to__stand__2h_front__01__turn270__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_23,fpp_idle_stand,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_24,stand__2h_front__01__to__walk_0__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_24,fpp_idle_stand,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_25,None,3
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_player_bowing,stand__2h_on_sides__01__bow__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_26,fpp_idle_stand,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_sama_faster,hanako__stand__2h_front__01__sigh__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_sama_faster,hanako__stand__2h_front__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_johnny_by_the_bar,johnny__stand_bar_lean0__2h_on_bar__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_27,sit_barstool_bar_lean270__lh_on_bar__wipe_nose__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_27,sit_barstool_bar_lean270__lh_on_bar__01__to__sit_barstool_bar_lean270__lh_on_bar__wipe_nose__01__turn0__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_30,hanako__stand__2h_front__01__to__walk_0__turn180__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_30,fpp_idle_stand,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_31,stand__2h_front__01__to__walk_0__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_31,fpp_idle_stand,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_32,fpp_idle_stand,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_32,walk_0__to__stand__arms_crossed_front__01__turn270__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_33,hanako__stand__2h_front__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_35_reset_placement_of_street_bodyguards,stand__2h_front__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_35_reset_placement_of_street_bodyguards,stand__2h_back__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_35,fpp_idle_stand,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_36,q115__hanako_goes_to_bar__02,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_36,hanako__sit_barstool_bar_lean90__rh_on_bar_legs_crossed__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_37,hanako__sit_barstool_bar_lean90__rh_on_bar_legs_crossed__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_37,q115__hanako_goes_to_bar__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_38,hanako__sit_barstool_bar_lean90__rh_on_bar_legs_crossed__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_38,q115__hanako_goes_to_bar__03,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_39,hanako__stand__2h_front__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_40,stand__2h_front__01__to__walk_0__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_40,fpp_idle_stand,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_41,stand__2h_back__01__to__walk_0__turn0__01,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_41,fpp_idle_stand,1
