场景路径,章节名称,轨道名称,轨道类型,Clip,Clip数量
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_angry_johnny,logic,8,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_angry_johnny,VFX,15,scnbeventsVFXEventDescriptor,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_nervous_johnny,dialog lines,1,toolsDialogLineEventDescriptor,5
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_nervous_johnny,dialog lines,1,toolsDialogLineEventDescriptor,5
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_nervous_johnny,dialog lines,1,toolsDialogLineEventDescriptor,5
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_nervous_johnny,dialog lines,1,toolsDialogLineEventDescriptor,5
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_nervous_johnny,dialog lines,1,toolsDialogLineEventDescriptor,5
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_nervous_johnny,hanako,2,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_nervous_johnny,idle,3,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_nervous_johnny,animation,4,toolsPlaySkAnimDescriptor,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_nervous_johnny,facial,5,toolsPlaySkAnimDescriptor,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_nervous_johnny,lookAt,6,toolsChangeIdleAnimDescriptor,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_nervous_johnny,logic,8,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_nervous_johnny,johnny,2,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_nervous_johnny,idle,3,scnbeventsStopWorkEvent,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_nervous_johnny,animation,4,scnbeventsChangeWorkEvent,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_nervous_johnny,facial,5,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_nervous_johnny,lookAt,6,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_nervous_johnny,logic,8,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_nervous_johnny,Player,2,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_nervous_johnny,idle,3,scnbeventsChangeWorkEvent,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_nervous_johnny,animation,4,scnbeventsCameraClipDescriptor,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_nervous_johnny,facial,5,scnbeventsVFXEventDescriptor,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_nervous_johnny,lookAt,6,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_nervous_johnny,logic,8,scnbeventsVFXEventDescriptor,2
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_nervous_johnny,logic,8,scnbeventsSocketDescriptor,2
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_nervous_johnny,VFX,15,scnbeventsVFXEventDescriptor,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_v_is_fine,dialog lines,1,toolsDialogLineEventDescriptor,3
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_v_is_fine,dialog lines,1,toolsDialogLineEventDescriptor,3
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_v_is_fine,dialog lines,1,toolsDialogLineEventDescriptor,3
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_v_is_fine,Player,2,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_v_is_fine,idle,3,scnbeventsChangeWorkEvent,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_v_is_fine,animation,4,scnbeventsVFXEventDescriptor,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_v_is_fine,facial,5,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_v_is_fine,lookAt,6,scnbeventsCameraClipDescriptor,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_v_is_fine,logic,8,scnbeventsSocketDescriptor,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_v_is_fine,hanako,2,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_v_is_fine,idle,3,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_v_is_fine,animation,4,toolsPlaySkAnimDescriptor,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_v_is_fine,facial,5,toolsChangeIdleAnimDescriptor,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_v_is_fine,lookAt,6,toolsLookAtDescriptor,2
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_v_is_fine,lookAt,6,toolsLookAtDescriptor,2
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_v_is_fine,logic,8,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_v_is_fine,VFX,15,scnbeventsVFXEventDescriptor,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_v_is_not_good,dialog lines,1,toolsDialogLineEventDescriptor,3
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_v_is_not_good,dialog lines,1,toolsDialogLineEventDescriptor,3
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_v_is_not_good,dialog lines,1,toolsDialogLineEventDescriptor,3
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_v_is_not_good,Player,2,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_v_is_not_good,idle,3,scnbeventsChangeWorkEvent,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_v_is_not_good,animation,4,scnbeventsVFXEventDescriptor,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_v_is_not_good,facial,5,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_v_is_not_good,lookAt,6,scnbeventsCameraClipDescriptor,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_v_is_not_good,logic,8,scnbeventsSocketDescriptor,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_v_is_not_good,hanako,2,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_v_is_not_good,idle,3,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_v_is_not_good,animation,4,toolsPlaySkAnimDescriptor,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_v_is_not_good,facial,5,toolsChangeIdleAnimDescriptor,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_v_is_not_good,lookAt,6,toolsLookAtDescriptor,2
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_v_is_not_good,lookAt,6,toolsLookAtDescriptor,2
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_v_is_not_good,logic,8,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_v_is_not_good,VFX,15,scnbeventsVFXEventDescriptor,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_mikoshi,dialog lines,1,toolsDialogLineEventDescriptor,5
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_mikoshi,dialog lines,1,toolsDialogLineEventDescriptor,5
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_mikoshi,dialog lines,1,toolsDialogLineEventDescriptor,5
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_mikoshi,dialog lines,1,toolsDialogLineEventDescriptor,5
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_mikoshi,dialog lines,1,toolsDialogLineEventDescriptor,5
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_mikoshi,hanako,2,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_mikoshi,idle,3,scnbeventsChangeWorkEvent,3
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_mikoshi,idle,3,scnbeventsChangeWorkEvent,3
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_mikoshi,idle,3,toolsPlaySkAnimDescriptor,3
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_mikoshi,facial,5,toolsPlaySkAnimDescriptor,3
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_mikoshi,facial,5,toolsChangeIdleAnimDescriptor,3
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_mikoshi,facial,5,toolsPlaySkAnimDescriptor,3
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_mikoshi,lookAt,6,toolsLookAtDescriptor,3
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_mikoshi,lookAt,6,toolsLookAtDescriptor,3
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_mikoshi,lookAt,6,toolsPlaySkAnimDescriptor,3
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_mikoshi,logic,8,scnbeventsAttachPropDescriptor,7
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_mikoshi,logic,8,scnbeventsAttachPropDescriptor,7
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_mikoshi,logic,8,scnbeventsSocketDescriptor,7
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_mikoshi,logic,8,scnbeventsSocketDescriptor,7
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_mikoshi,logic,8,scnbeventsSocketDescriptor,7
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_mikoshi,logic,8,scnbeventsSocketDescriptor,7
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_mikoshi,logic,8,scnbeventsSocketDescriptor,7
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_mikoshi,johnny,2,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_mikoshi,idle,3,scnbeventsChangeWorkEvent,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_mikoshi,lookAt,6,toolsLookAtDescriptor,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_mikoshi,logic,8,scnbeventsSocketDescriptor,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_mikoshi,VFX,15,scnbeventsVFXEventDescriptor,2
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_mikoshi,VFX,15,scnbeventsVFXEventDescriptor,2
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_mikoshi,facial,5,toolsChangeIdleAnimDescriptor,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_mikoshi_go_one,dialog lines,1,toolsDialogLineEventDescriptor,2
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_mikoshi_go_one,dialog lines,1,toolsDialogLineEventDescriptor,2
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_mikoshi_go_one,Player,2,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_mikoshi_go_one,idle,3,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_mikoshi_go_one,animation,4,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_mikoshi_go_one,facial,5,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_mikoshi_go_one,lookAt,6,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_mikoshi_go_one,logic,8,scnbeventsSocketDescriptor,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_mikoshi_how_is_that,dialog lines,1,toolsDialogLineEventDescriptor,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_mikoshi_how_is_that,Player,2,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_mikoshi_how_is_that,idle,3,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_mikoshi_how_is_that,animation,4,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_mikoshi_how_is_that,facial,5,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_mikoshi_how_is_that,lookAt,6,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_mikoshi_how_is_that,logic,8,scnbeventsSocketDescriptor,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_my_brother,dialog lines,1,toolsDialogLineEventDescriptor,2
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_my_brother,dialog lines,1,toolsDialogLineEventDescriptor,2
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_my_brother,hanako,2,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_my_brother,idle,3,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_my_brother,animation,4,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_my_brother,facial,5,toolsChangeIdleAnimDescriptor,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_my_brother,lookAt,6,toolsLookAtDescriptor,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_my_brother,logic,8,scnbeventsSocketDescriptor,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_my_brother,johnny,2,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_my_brother,idle,3,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_my_brother,animation,4,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_my_brother,facial,5,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_my_brother,lookAt,6,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_my_brother,logic,8,scnbeventsSocketDescriptor,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_greet,dialog lines,1,toolsDialogLineEventDescriptor,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_greet,hanako,2,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_greet,idle,3,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_greet,animation,4,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_greet,facial,5,toolsPlaySkAnimDescriptor,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_greet,lookAt,6,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_greet,logic,8,scnbeventsSocketDescriptor,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_nervous,dialog lines,1,toolsDialogLineEventDescriptor,5
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_nervous,dialog lines,1,toolsDialogLineEventDescriptor,5
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_nervous,dialog lines,1,toolsDialogLineEventDescriptor,5
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_nervous,dialog lines,1,toolsDialogLineEventDescriptor,5
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_nervous,dialog lines,1,toolsDialogLineEventDescriptor,5
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_nervous,hanako,2,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_nervous,idle,3,scnbeventsChangeWorkEvent,2
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_nervous,idle,3,scnbeventsChangeWorkEvent,2
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_nervous,animation,4,toolsPlaySkAnimDescriptor,2
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_nervous,animation,4,toolsPlaySkAnimDescriptor,2
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_nervous,facial,5,toolsPlaySkAnimDescriptor,3
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_nervous,facial,5,toolsPlaySkAnimDescriptor,3
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_nervous,facial,5,toolsPlaySkAnimDescriptor,3
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_nervous,lookAt,6,toolsChangeIdleAnimDescriptor,2
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_nervous,lookAt,6,toolsChangeIdleAnimDescriptor,2
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_nervous,logic,8,scnbeventsSocketDescriptor,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_what_hanako,dialog lines,1,toolsDialogLineEventDescriptor,4
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_what_hanako,dialog lines,1,toolsDialogLineEventDescriptor,4
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_what_hanako,dialog lines,1,toolsDialogLineEventDescriptor,4
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_what_hanako,dialog lines,1,toolsDialogLineEventDescriptor,4
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_what_hanako,hanako,2,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_what_hanako,idle,3,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_what_hanako,animation,4,toolsPlaySkAnimDescriptor,2
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_what_hanako,animation,4,toolsPlaySkAnimDescriptor,2
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_what_hanako,facial,5,toolsPlaySkAnimDescriptor,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_what_hanako,lookAt,6,toolsLookAtDescriptor,2
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_what_hanako,lookAt,6,toolsLookAtDescriptor,2
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_what_hanako,logic,8,scnbeventsSocketDescriptor,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_what_hanako,johnny,2,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_what_hanako,idle,3,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_what_hanako,animation,4,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_what_hanako,facial,5,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_what_hanako,lookAt,6,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_what_hanako,logic,8,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_business_of_arasakas,dialog lines,1,toolsDialogLineEventDescriptor,2
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_business_of_arasakas,dialog lines,1,toolsDialogLineEventDescriptor,2
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_business_of_arasakas,hanako,2,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_business_of_arasakas,idle,3,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_business_of_arasakas,animation,4,toolsChangeIdleAnimDescriptor,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_business_of_arasakas,facial,5,toolsPlaySkAnimDescriptor,2
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_business_of_arasakas,facial,5,toolsPlaySkAnimDescriptor,2
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_business_of_arasakas,lookAt,6,toolsLookAtDescriptor,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_business_of_arasakas,logic,8,scnbeventsSocketDescriptor,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_business_of_arasakas,johnny,2,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_business_of_arasakas,idle,3,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_business_of_arasakas,animation,4,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_business_of_arasakas,facial,5,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_business_of_arasakas,lookAt,6,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_business_of_arasakas,logic,8,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_rather_not_offert,dialog lines,1,toolsDialogLineEventDescriptor,4
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_rather_not_offert,dialog lines,1,toolsDialogLineEventDescriptor,4
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_rather_not_offert,dialog lines,1,toolsDialogLineEventDescriptor,4
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_rather_not_offert,dialog lines,1,toolsDialogLineEventDescriptor,4
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_rather_not_offert,hanako,2,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_rather_not_offert,idle,3,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_rather_not_offert,animation,4,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_rather_not_offert,facial,5,toolsChangeIdleAnimDescriptor,2
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_rather_not_offert,facial,5,toolsPlaySkAnimDescriptor,2
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_rather_not_offert,lookAt,6,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_rather_not_offert,logic,8,scnbeventsSocketDescriptor,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_rather_not_offert,johnny,2,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_rather_not_offert,idle,3,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_rather_not_offert,animation,4,toolsPlaySkAnimDescriptor,2
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_rather_not_offert,animation,4,toolsPlaySkAnimDescriptor,2
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_rather_not_offert,facial,5,toolsPlaySkAnimDescriptor,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_rather_not_offert,lookAt,6,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_rather_not_offert,logic,8,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_rather_not_offert,guard_02,2,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_rather_not_offert,idle,3,scnbeventsChangeWorkEvent,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_rather_not_offert,animation,4,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_rather_not_offert,facial,5,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_rather_not_offert,lookAt,6,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_rather_not_offert,logic,8,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_rather_not_offert,Player,2,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_rather_not_offert,idle,3,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_rather_not_offert,animation,4,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_rather_not_offert,facial,5,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_rather_not_offert,lookAt,6,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_rather_not_offert,logic,8,scnbeventsSocketDescriptor,2
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_rather_not_offert,logic,8,scnbeventsSocketDescriptor,2
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_kill_brother,dialog lines,1,toolsDialogLineEventDescriptor,2
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_kill_brother,dialog lines,1,toolsDialogLineEventDescriptor,2
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_kill_brother,hanako,2,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_kill_brother,idle,3,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_kill_brother,animation,4,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_kill_brother,facial,5,toolsPlaySkAnimDescriptor,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_kill_brother,lookAt,6,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_kill_brother,logic,8,scnbeventsSocketDescriptor,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_good_offert,dialog lines,1,toolsDialogLineEventDescriptor,3
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_good_offert,dialog lines,1,toolsDialogLineEventDescriptor,3
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_good_offert,dialog lines,1,toolsDialogLineEventDescriptor,3
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_good_offert,hanako,2,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_good_offert,idle,3,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_good_offert,animation,4,toolsPlaySkAnimDescriptor,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_good_offert,facial,5,toolsPlaySkAnimDescriptor,2
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_good_offert,facial,5,toolsPlaySkAnimDescriptor,2
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_good_offert,lookAt,6,toolsLookAtDescriptor,2
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_good_offert,lookAt,6,toolsChangeIdleAnimDescriptor,2
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_good_offert,logic,8,toolsLookAtDescriptor,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_good_offert,guard_02,2,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_good_offert,idle,3,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_good_offert,animation,4,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_good_offert,facial,5,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_good_offert,lookAt,6,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_good_offert,logic,8,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_good_offert,johnny,2,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_good_offert,idle,3,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_good_offert,animation,4,toolsPlaySkAnimDescriptor,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_good_offert,facial,5,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_good_offert,lookAt,6,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_good_offert,logic,8,scnbeventsSocketDescriptor,2
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_good_offert,logic,8,scnbeventsSocketDescriptor,2
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_good_offert,guard_01,2,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_good_offert,idle,3,scnbeventsChangeWorkEvent,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_good_offert,animation,4,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_good_offert,facial,5,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_good_offert,lookAt,6,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_good_offert,logic,8,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_good_offert,Player,2,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_good_offert,idle,3,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_good_offert,animation,4,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_good_offert,facial,5,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_good_offert,lookAt,6,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_good_offert,logic,8,scnbeventsSocketDescriptor,2
