场景路径,段落名称,轨道名称,轨道类型,剪辑序号,剪辑类型
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_power_fluff,dialog lines,1,1,toolsDialogLineEventDescriptor
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_power_fluff,dialog lines,1,2,toolsDialogLineEventDescriptor
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_power_fluff,dialog lines,1,3,toolsDialogLineEventDescriptor
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_power_fluff,dialog lines,1,4,toolsDialogLineEventDescriptor
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_power_fluff,dialog lines,1,5,toolsDialogLineEventDescriptor
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_power_fluff,dialog lines,1,6,toolsDialogLineEventDescriptor
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_power_fluff,animation,4,1,toolsPlaySkAnimDescriptor
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_power_fluff,animation,4,2,toolsPlaySkAnimDescriptor
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_power_fluff,facial,5,1,toolsPlaySkAnimDescriptor
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_power_fluff,facial,5,2,toolsPlaySkAnimDescriptor
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_power_fluff,facial,5,3,toolsPlaySkAnimDescriptor
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_power_fluff,facial,5,4,toolsPlaySkAnimDescriptor
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_power_fluff,facial (1),5,1,toolsChangeIdleAnimDescriptor
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_power_fluff,facial (1),5,2,toolsChangeIdleAnimDescriptor
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_power_fluff,lookAt,6,1,toolsLookAtDescriptor
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_power_fluff,lookAt,6,2,toolsLookAtDescriptor
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_power_fluff,lookAt,6,3,toolsLookAtDescriptor
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_power_fluff,lookAt,6,4,toolsLookAtDescriptor
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_power_fluff,logic,8,1,scnbeventsAttachPropDescriptor
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_power_fluff,logic,8,2,scnbeventsAttachPropDescriptor
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_power_fluff,idle,3,1,scnbeventsChangeWorkEvent
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_power_fluff,VFX,15,1,scnbeventsVFXEventDescriptor
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_power_fluff,VFX,15,2,scnbeventsVFXEventDescriptor
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_power_fluff,VFX,15,3,scnbeventsVFXEventDescriptor
base\quest\testgym\meethanako.scenesolution,q115_00b_v_getting_out,dialog lines,1,1,toolsDialogLineEventDescriptor
base\quest\testgym\meethanako.scenesolution,q115_00b_v_getting_out,dialog lines,1,2,toolsDialogLineEventDescriptor
base\quest\testgym\meethanako.scenesolution,q115_00b_v_getting_out,idle,3,1,toolsPlaySkAnimDescriptor
base\quest\testgym\meethanako.scenesolution,q115_00b_v_getting_out,facial,5,1,toolsChangeIdleAnimDescriptor
base\quest\testgym\meethanako.scenesolution,q115_00b_v_getting_out,logic,8,1,scnbeventsSocketDescriptor
base\quest\testgym\meethanako.scenesolution,q115_00b_18,idle,3,1,scnbeventsStopWorkEvent
base\quest\testgym\meethanako.scenesolution,q115_00b_v_getting_from_the_bar,dialog lines,1,1,toolsDialogLineEventDescriptor
base\quest\testgym\meethanako.scenesolution,q115_00b_v_getting_from_the_bar,VFX,15,1,scnbeventsVFXEventDescriptor
base\quest\testgym\meethanako.scenesolution,q115_00b_v_getting_from_the_bar_2,dialog lines,1,1,toolsDialogLineEventDescriptor
base\quest\testgym\meethanako.scenesolution,q115_00b_v_getting_from_the_bar_2,VFX,15,1,scnbeventsVFXEventDescriptor
base\quest\testgym\meethanako.scenesolution,q115_00b_19,idle,3,1,scnbeventsChangeWorkEvent
base\quest\testgym\meethanako.scenesolution,q115_00b_19,lookAt,6,1,toolsLookAtDescriptor
base\quest\testgym\meethanako.scenesolution,q115_00b_28,lookAt,6,1,scnbeventsCameraClipDescriptor
base\quest\testgym\meethanako.scenesolution,q115_00b_28_01,animation,4,1,scnbeventsCameraClipDescriptor
base\quest\testgym\meethanako.scenesolution,q115_00b_27,idle,3,1,scnbeventsChangeWorkEvent
base\quest\testgym\meethanako.scenesolution,q115_00b_27,VFX,15,1,scnbeventsVFXEventDescriptor
base\quest\testgym\meethanako.scenesolution,q115_00b_v_getting_from_the_bar_animation,idle,3,1,toolsPlaySkAnimDescriptor
base\quest\testgym\meethanako.scenesolution,q115_00b_v_getting_from_the_bar_animation,idle,3,2,scnbeventsStopWorkEvent
base\quest\testgym\meethanako.scenesolution,q115_00b_v_getting_from_the_bar_animation,lookAt,6,1,scnbeventsCameraClipDescriptor
base\quest\testgym\meethanako.scenesolution,q115_00b_v_getting_from_the_bar_animation,lookAt,6,2,scnbeventsCameraClipDescriptor
base\quest\testgym\meethanako.scenesolution,q115_00b_v_getting_from_the_bar_animation,logic,8,1,scnbeventsSocketDescriptor
base\quest\testgym\meethanako.scenesolution,q115_00b_v_getting_from_the_bar_animation,logic,8,2,scnbeventsSocketDescriptor
base\quest\testgym\meethanako.scenesolution,q115_00b_v_getting_from_the_bar_animation,logic,8,3,scnbeventsSocketDescriptor
base\quest\testgym\meethanako.scenesolution,q115_00b_v_getting_from_the_bar_animation,logic,8,4,scnbeventsSocketDescriptor
base\quest\testgym\meethanako.scenesolution,q115_00b_v_getting_from_the_bar_animation,facial,5,1,toolsChangeIdleAnimDescriptor
base\quest\testgym\meethanako.scenesolution,q115_00b_leave_restaurant,dialog lines,1,1,toolsDialogLineEventDescriptor
base\quest\testgym\meethanako.scenesolution,q115_00b_leave_restaurant,logic,8,1,scnbeventsSocketDescriptor
base\quest\testgym\meethanako.scenesolution,q115_00b_inside_fluff,dialog lines,1,1,toolsDialogLineEventDescriptor
base\quest\testgym\meethanako.scenesolution,q115_00b_inside_fluff,dialog lines,1,2,toolsDialogLineEventDescriptor
base\quest\testgym\meethanako.scenesolution,q115_00b_inside_fluff,dialog lines,1,3,toolsDialogLineEventDescriptor
base\quest\testgym\meethanako.scenesolution,q115_00b_inside_fluff,dialog lines,1,4,toolsDialogLineEventDescriptor
base\quest\testgym\meethanako.scenesolution,q115_00b_inside_fluff,dialog lines,1,5,toolsDialogLineEventDescriptor
base\quest\testgym\meethanako.scenesolution,q115_00b_inside_fluff,animation,4,1,toolsPlaySkAnimDescriptor
base\quest\testgym\meethanako.scenesolution,q115_00b_inside_fluff,facial,5,1,toolsPlaySkAnimDescriptor
base\quest\testgym\meethanako.scenesolution,q115_00b_inside_fluff,facial (1),5,1,toolsChangeIdleAnimDescriptor
base\quest\testgym\meethanako.scenesolution,q115_00b_inside_fluff,facial (1),5,2,toolsChangeIdleAnimDescriptor
base\quest\testgym\meethanako.scenesolution,q115_00b_inside_fluff,lookAt,6,1,toolsLookAtDescriptor
base\quest\testgym\meethanako.scenesolution,q115_00b_johnny_walking_into_frame_02,idle,3,1,scnbeventsChangeWorkEvent
base\quest\testgym\meethanako.scenesolution,q115_00b_johnny_walking_into_frame_02,lookAt,6,1,toolsLookAtDescriptor
base\quest\testgym\meethanako.scenesolution,q115_00b_johnny_walking_into_frame_02,logic,8,1,scnbeventsAttachPropDescriptor
base\quest\testgym\meethanako.scenesolution,q115_00b_09,idle,3,1,scnbeventsChangeWorkEvent
base\quest\testgym\meethanako.scenesolution,q115_00b_as_hanako_wish,dialog lines,1,1,toolsDialogLineEventDescriptor
base\quest\testgym\meethanako.scenesolution,q115_00b_v_doesnt_get_it,dialog lines,1,1,toolsDialogLineEventDescriptor
base\quest\testgym\meethanako.scenesolution,q115_00b_v_doesnt_get_it,animation,4,1,toolsPlaySkAnimDescriptor
base\quest\testgym\meethanako.scenesolution,q115_00b_v_doesnt_get_it,facial,5,1,toolsChangeIdleAnimDescriptor
base\quest\testgym\meethanako.scenesolution,q115_00b_blue_about_hanako,dialog lines,1,1,toolsDialogLineEventDescriptor
base\quest\testgym\meethanako.scenesolution,q115_00b_blue_about_hanako,dialog lines,1,2,toolsDialogLineEventDescriptor
base\quest\testgym\meethanako.scenesolution,q115_00b_blue_about_hanako,dialog lines,1,3,toolsDialogLineEventDescriptor
base\quest\testgym\meethanako.scenesolution,q115_00b_blue_about_hanako,dialog lines,1,4,toolsDialogLineEventDescriptor
base\quest\testgym\meethanako.scenesolution,q115_00b_blue_about_hanako,idle,3,1,toolsPlaySkAnimDescriptor
base\quest\testgym\meethanako.scenesolution,q115_00b_blue_about_hanako,animation,4,1,toolsPlaySkAnimDescriptor
base\quest\testgym\meethanako.scenesolution,q115_00b_blue_about_hanako,facial,5,1,toolsPlaySkAnimDescriptor
base\quest\testgym\meethanako.scenesolution,q115_00b_blue_about_hanako,facial,5,2,toolsPlaySkAnimDescriptor
base\quest\testgym\meethanako.scenesolution,q115_00b_blue_about_hanako,lookAt,6,1,toolsLookAtDescriptor
base\quest\testgym\meethanako.scenesolution,q115_00b_blue_about_hanako,logic,8,1,scnbeventsSocketDescriptor
base\quest\testgym\meethanako.scenesolution,q115_00b_blue_about_hanako,VFX,15,1,scnbeventsVFXEventDescriptor
base\quest\testgym\meethanako.scenesolution,q115_00b_blue_about_hanako,VFX,15,2,scnbeventsVFXEventDescriptor
base\quest\testgym\meethanako.scenesolution,q115_00b_blue_about_hanako,VFX,15,3,scnbeventsVFXEventDescriptor
base\quest\testgym\meethanako.scenesolution,q115_00b_blue_about_hanako,logic,8,1,scnbeventsSocketDescriptor
base\quest\testgym\meethanako.scenesolution,q115_00b_blue_about_hanako,logic,8,2,scnbeventsSocketDescriptor
base\quest\testgym\meethanako.scenesolution,q115_00b_power_conclusion,dialog lines,1,1,toolsDialogLineEventDescriptor
base\quest\testgym\meethanako.scenesolution,q115_00b_power_conclusion,facial,5,1,toolsChangeIdleAnimDescriptor
base\quest\testgym\meethanako.scenesolution,q115_00b_power_conclusion,logic,8,1,scnbeventsSocketDescriptor
base\quest\testgym\meethanako.scenesolution,q115_00b_power_conclusion,idle,3,1,scnbeventsChangeWorkEvent
base\quest\testgym\meethanako.scenesolution,q115_00b_guard_01_ending_scenespot,idle,3,1,scnbeventsChangeWorkEvent
base\quest\testgym\meethanako.scenesolution,q115_00b_guard_01_ending_scenespot,idle,3,2,scnbeventsChangeWorkEvent
base\quest\testgym\meethanako.scenesolution,q115_00b_15,idle,3,1,scnbeventsStopWorkEvent
base\quest\testgym\meethanako.scenesolution,q115_00b_15,idle,3,1,scnbeventsStopWorkEvent
base\quest\testgym\meethanako.scenesolution,q115_00b_37,idle,3,1,scnbeventsChangeWorkEvent
base\quest\testgym\meethanako.scenesolution,q115_00b_38,idle,3,1,scnbeventsChangeWorkEvent
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_sit,dialog lines,1,1,toolsDialogLineEventDescriptor
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_sit,lookAt,6,1,toolsLookAtDescriptor
base\quest\testgym\meethanako.scenesolution,q115_00b_reminder_sit,dialog lines,1,1,toolsDialogLineEventDescriptor
base\quest\testgym\meethanako.scenesolution,q115_00b_reminder_help,dialog lines,1,1,toolsDialogLineEventDescriptor
base\quest\testgym\meethanako.scenesolution,q115_00b_guard_cheeky_move,idle,3,1,scnbeventsChangeWorkEvent
base\quest\testgym\meethanako.scenesolution,q115_00b_guard_cheeky_move,idle,3,1,scnbeventsChangeWorkEvent
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_getting_up,idle,3,1,toolsPlaySkAnimDescriptor
base\quest\testgym\meethanako.scenesolution,q115_00b_guard_to_hanako,idle,3,1,scnbeventsStopWorkEvent
base\quest\testgym\meethanako.scenesolution,q115_00b_guard_to_hanako,idle,3,2,scnbeventsChangeWorkEvent
base\quest\testgym\meethanako.scenesolution,q115_00b_guard_to_hanako,idle,3,3,scnbeventsChangeWorkEvent
base\quest\testgym\meethanako.scenesolution,q115_00b_guard_to_hanako,lookAt,6,1,toolsLookAtDescriptor
base\quest\testgym\meethanako.scenesolution,q115_00b_guard_to_hanako,lookAt,6,2,toolsLookAtDescriptor
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_by_the_window,idle,3,1,scnbeventsChangeWorkEvent
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_by_the_window,lookAt,6,1,toolsLookAtDescriptor
base\quest\testgym\meethanako.scenesolution,q115_00b_stop_anim,animation,4,1,toolsPlaySkAnimDescriptor
base\quest\testgym\meethanako.scenesolution,q115_00b_30,idle,3,1,scnbeventsStopWorkEvent
base\quest\testgym\meethanako.scenesolution,q115_00b_33,idle,3,1,scnbeventsChangeWorkEvent
base\quest\testgym\meethanako.scenesolution,q115_00b_johnny_walking_into_frame,idle,3,1,scnbeventsChangeWorkEvent
base\quest\testgym\meethanako.scenesolution,q115_00b_player_cough,animation,4,1,toolsPlaySkAnimDescriptor
base\quest\testgym\meethanako.scenesolution,q115_00b_player_cough,VFX,15,1,scnbeventsVFXDurationEventDescriptor
base\quest\testgym\meethanako.scenesolution,q115_00b_31,idle,3,1,scnbeventsStopWorkEvent
base\quest\testgym\meethanako.scenesolution,q115_00b_32,idle,3,1,scnbeventsChangeWorkEvent
base\quest\testgym\meethanako.scenesolution,q115_00b_guards,dialog lines,1,1,toolsDialogLineEventDescriptor
base\quest\testgym\meethanako.scenesolution,q115_00b_,animation,4,1,toolsPlaySkAnimDescriptor
base\quest\testgym\meethanako.scenesolution,q115_00b_,lookAt,6,1,toolsLookAtDescriptor
base\quest\testgym\meethanako.scenesolution,q115_00b_,lookAt,6,2,toolsLookAtDescriptor
base\quest\testgym\meethanako.scenesolution,q115_00b_guard_02_to_stand_hands_back,idle,3,1,scnbeventsChangeWorkEvent
base\quest\testgym\meethanako.scenesolution,q115_00b_AV_sfx,dialog lines,1,1,toolsDialogLineEventDescriptor
base\quest\testgym\meethanako.scenesolution,q115_00b_AV_sfx,SFX,14,1,toolsAudioEventDescriptor
base\quest\testgym\meethanako.scenesolution,q115_00b_12,dialog lines,1,1,toolsDialogLineEventDescriptor
base\quest\testgym\meethanako.scenesolution,q115_00b_12,facial,5,1,toolsPlaySkAnimDescriptor
base\quest\testgym\meethanako.scenesolution,q115_00b_39,animation,4,1,scnbeventsChangeWorkEvent
base\quest\testgym\meethanako.scenesolution,q115_00b_AV_sfx,dialog lines,1,1,toolsDialogLineEventDescriptor
base\quest\testgym\meethanako.scenesolution,q115_00b_AV_sfx,SFX,14,1,toolsAudioEventDescriptor
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_sitting_idle,idle,3,1,scnbeventsChangeWorkEvent
base\quest\testgym\meethanako.scenesolution,q115_00b_johnny_restaurant_crew_comment,dialog lines,1,1,toolsDialogLineEventDescriptor
base\quest\testgym\meethanako.scenesolution,q115_00b_johnny_restaurant_crew_comment,lookAt,6,1,toolsLookAtDescriptor
base\quest\testgym\meethanako.scenesolution,q115_00b_johnny_restaurant_crew_comment,lookAt,6,2,toolsLookAtDescriptor
base\quest\testgym\meethanako.scenesolution,q115_00b_johnny_by_the_stairs,dialog lines,1,1,toolsDialogLineEventDescriptor
base\quest\testgym\meethanako.scenesolution,q115_00b_johnny_by_the_stairs,idle,3,1,scnbeventsChangeWorkEvent
base\quest\testgym\meethanako.scenesolution,q115_00b_guard_animations,dialog lines,1,1,toolsDialogLineEventDescriptor
base\quest\testgym\meethanako.scenesolution,q115_00b_guard_animations,facial,5,1,toolsChangeIdleAnimDescriptor
base\quest\testgym\meethanako.scenesolution,q115_00b_guard_animations,idle,3,1,scnbeventsChangeWorkEvent
base\quest\testgym\meethanako.scenesolution,q115_00b_guard_animations,facial,5,1,toolsChangeIdleAnimDescriptor
base\quest\testgym\meethanako.scenesolution,q115_00b_guard_animations,lookAt,6,1,toolsLookAtDescriptor
base\quest\testgym\meethanako.scenesolution,sadasdad,idle,3,1,scnbeventsChangeWorkEvent
base\quest\testgym\meethanako.scenesolution,sadasdad,idle,3,2,scnbeventsChangeWorkEvent
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_guards,dialog lines,1,1,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_guards,logic,8,1,scnbeventsSocketDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_leave_restaurant,dialog lines,1,1,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_leave_restaurant,logic,8,1,scnbeventsSocketDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_leave_restaurant,logic,8,1,scnbeventsVFXEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_beginning,dialog lines,1,1,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_beginning,dialog lines,1,2,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_beginning,dialog lines,1,3,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_beginning,dialog lines,1,4,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_beginning,idle,3,1,scnbeventsChangeWorkEvent
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_beginning,animation,4,1,toolsPlaySkAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_beginning,facial,5,1,toolsPlaySkAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_beginning,lookAt,6,1,toolsLookAtDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_beginning,lookAt,6,2,toolsLookAtDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_beginning,logic,8,1,scnbeventsSocketDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_beginning,animation,4,1,toolsPlaySkAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_furious_johnny,dialog lines,1,1,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_furious_johnny,dialog lines,1,2,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_furious_johnny,dialog lines,1,3,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_furious_johnny,dialog lines,1,4,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_furious_johnny,dialog lines,1,5,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_furious_johnny,idle,3,1,scnbeventsChangeWorkEvent
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_furious_johnny,animation,4,1,toolsPlaySkAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_furious_johnny,animation,4,2,toolsPlaySkAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_furious_johnny,logic,8,1,scnbeventsSocketDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_furious_johnny,idle,3,1,scnbeventsChangeWorkEvent
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_furious_johnny,idle,3,2,scnbeventsStopWorkEvent
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_furious_johnny,lookAt,6,1,toolsLookAtDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_furious_johnny,logic,8,1,scnbeventsSocketDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_furious_johnny,idle,3,1,scnbeventsChangeWorkEvent
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_furious_johnny,facial,5,1,scnbeventsVFXEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_furious_johnny,facial,5,2,scnbeventsVFXEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_furious_johnny,logic,8,1,scnbeventsAttachPropDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_furious_johnny,logic,8,2,scnbeventsAttachPropDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_furious_johnny,idle,3,1,scnbeventsChangeWorkEvent
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_furious_johnny,facial,5,1,toolsChangeIdleAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_furious_johnny,lookAt,6,1,toolsLookAtDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_furious_johnny,lookAt,6,2,toolsLookAtDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_furious_johnny,lookAt,6,3,toolsLookAtDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_furious_johnny,lookAt,6,4,toolsLookAtDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_furious_johnny,idle,3,1,scnbeventsChangeWorkEvent
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_angry_johnny,dialog lines,1,1,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_angry_johnny,dialog lines,1,2,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_angry_johnny,dialog lines,1,3,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_angry_johnny,dialog lines,1,4,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_angry_johnny,dialog lines,1,5,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_angry_johnny,animation,4,1,toolsPlaySkAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_angry_johnny,facial,5,1,toolsPlaySkAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_angry_johnny,idle,3,1,scnbeventsStopWorkEvent
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_angry_johnny,animation,4,1,scnbeventsChangeWorkEvent
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_angry_johnny,idle,3,1,scnbeventsChangeWorkEvent
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_angry_johnny,animation,4,1,scnbeventsVFXEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_angry_johnny,animation,4,2,scnbeventsCameraClipDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_angry_johnny,VFX,15,1,scnbeventsVFXEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_nervous_johnny,dialog lines,1,1,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_nervous_johnny,dialog lines,1,2,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_nervous_johnny,dialog lines,1,3,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_nervous_johnny,dialog lines,1,4,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_nervous_johnny,dialog lines,1,5,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_nervous_johnny,animation,4,1,toolsPlaySkAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_nervous_johnny,facial,5,1,toolsPlaySkAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_nervous_johnny,lookAt,6,1,toolsChangeIdleAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_nervous_johnny,idle,3,1,scnbeventsStopWorkEvent
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_nervous_johnny,animation,4,1,scnbeventsChangeWorkEvent
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_nervous_johnny,idle,3,1,scnbeventsChangeWorkEvent
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_nervous_johnny,animation,4,1,scnbeventsCameraClipDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_nervous_johnny,facial,5,1,scnbeventsVFXEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_nervous_johnny,logic,8,1,scnbeventsVFXEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_nervous_johnny,logic,8,2,scnbeventsSocketDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_nervous_johnny,VFX,15,1,scnbeventsVFXEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_v_is_fine,dialog lines,1,1,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_v_is_fine,dialog lines,1,2,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_v_is_fine,dialog lines,1,3,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_v_is_fine,idle,3,1,scnbeventsChangeWorkEvent
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_v_is_fine,animation,4,1,scnbeventsVFXEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_v_is_fine,lookAt,6,1,scnbeventsCameraClipDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_v_is_fine,logic,8,1,scnbeventsSocketDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_v_is_fine,animation,4,1,toolsPlaySkAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_v_is_fine,facial,5,1,toolsChangeIdleAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_v_is_fine,lookAt,6,1,toolsLookAtDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_v_is_fine,lookAt,6,2,toolsLookAtDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_v_is_fine,VFX,15,1,scnbeventsVFXEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_v_is_not_good,dialog lines,1,1,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_v_is_not_good,dialog lines,1,2,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_v_is_not_good,dialog lines,1,3,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_v_is_not_good,idle,3,1,scnbeventsChangeWorkEvent
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_v_is_not_good,animation,4,1,scnbeventsVFXEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_v_is_not_good,lookAt,6,1,scnbeventsCameraClipDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_v_is_not_good,logic,8,1,scnbeventsSocketDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_v_is_not_good,animation,4,1,toolsPlaySkAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_v_is_not_good,facial,5,1,toolsChangeIdleAnimDescriptor
